u,v,weight
Hsa.13491,Hsa.1500,0.7511903850800198
Hsa.13491,Hsa.13183,0.9559324135471964
Hsa.13491,Hsa.10306,0.8474800929707585
Hsa.13491,Hsa.18664,0.7888048948066618
Hsa.13491,Hsa.15115,0.8055755480188356
Hsa.13491,Hsa.1847,0.7590623101939123
Hsa.13491,Hsa.1070,0.7914675734896817
Hsa.13491,Hsa.1050,0.7500736266999304
Hsa.13491,Hsa.1719,0.7581557224326283
Hsa.13491,Hsa.14229,0.8250486530445572
Hsa.13491,Hsa.1722,0.7714931636703215
Hsa.13491,Hsa.1263,0.7956128353383858
Hsa.13491,Hsa.13598,0.8386997798897936
Hsa.13491,Hsa.1391,0.8142011532992414
Hsa.13491,Hsa.10176,0.7812713253872762
Hsa.13491,Hsa.1450,0.7984461445803959
Hsa.13491,Hsa.1466,0.7671563834419469
Hsa.13491,Hsa.153,0.7520553949317823
Hsa.13491,Hsa.13702,0.8284596720405459
Hsa.13491,Hsa.136,0.7992018074193513
Hsa.13491,Hsa.11780,0.7524722334484739
Hsa.13491,Hsa.1108,0.8480559670401533
Hsa.13491,Hsa.16096,0.8291089943312283
Hsa.13491,Hsa.1448,0.7984326087815103
Hsa.13491,Hsa.1164,0.7581167590128044
Hsa.13491,Hsa.1312,0.778075413853561
Hsa.13491,Hsa.1486,0.7737206907556631
Hsa.13491,Hsa.14896,0.7720005914248848
Hsa.13491,Hsa.1522,0.8028210696029937
Hsa.13491,Hsa.17956,0.808497812992205
Hsa.13491,Hsa.15844,0.7992890335770415
Hsa.13491,Hsa.15167,0.8306394349959677
Hsa.13491,Hsa.1480,0.7804367060657179
Hsa.13491,Hsa.1489,0.8200874913994376
Hsa.13491,Hsa.14360.1,0.7700402212124194
Hsa.13491,Hsa.18513,0.7793687634039057
Hsa.13491,Hsa.12149,0.7890339895404063
Hsa.13491,Hsa.14453,0.754423488722894
Hsa.13491,Hsa.1414.1,0.7717385308655291
Hsa.13491,Hsa.1375,0.7859862384263279
Hsa.13491,Hsa.17595,0.7809001255340405
Hsa.13491,Hsa.1664,0.7602086618315329
Hsa.13491,Hsa.12102,0.7621433173804616
Hsa.13491,Hsa.1798,0.7515924083403569
Hsa.13491,Hsa.1453,0.7759397443251225
Hsa.13491,Hsa.1802,0.7839956310522427
Hsa.13491,Hsa.1359,0.7998174050460359
Hsa.13491,Hsa.17091,0.7719214980342962
Hsa.13491,Hsa.1675,0.7653750007059182
Hsa.13491,Hsa.1383,0.7836433136694465
Hsa.13491,Hsa.14973,0.80216170161866
Hsa.13491,Hsa.18787,0.7614803643330433
Hsa.13491,Hsa.1517,0.770450317266259
Hsa.13491,Hsa.1509,0.7751851260141758
Hsa.13491,Hsa.1620,0.7832881940413096
Hsa.13491,Hsa.14763,0.8077683481348862
Hsa.13491,Hsa.14478,0.7536240361882435
Hsa.13491,Hsa.1887,0.842726098090884
Hsa.13491,Hsa.1662,0.7685256283701489
Hsa.13491,Hsa.1274,0.7911680923843424
Hsa.13491,Hsa.1468,0.8239398782959739
Hsa.13491,Hsa.12260,0.7656632926924609
Hsa.13491,Hsa.15198,0.761081804155147
Hsa.13491.1,Hsa.1447,0.7596527262691408
Hsa.13491.1,Hsa.1273,0.7896545902091356
Hsa.13491.1,Hsa.1400,0.8251651863867033
Hsa.13491.1,Hsa.13183,0.9446672659819736
Hsa.13491.1,Hsa.1803,0.753941396335741
Hsa.13491.1,Hsa.10306,0.8118606364580355
Hsa.13491.1,Hsa.18664,0.7713631859328735
Hsa.13491.1,Hsa.15115,0.7811071531875985
Hsa.13491.1,Hsa.1070,0.7838072619294643
Hsa.13491.1,Hsa.1050,0.7733377099332668
Hsa.13491.1,Hsa.14229,0.8190277710204072
Hsa.13491.1,Hsa.1722,0.790192009319582
Hsa.13491.1,Hsa.1263,0.7909968258322552
Hsa.13491.1,Hsa.13598,0.7952365976871304
Hsa.13491.1,Hsa.1391,0.8197259851232631
Hsa.13491.1,Hsa.10176,0.8093992645491789
Hsa.13491.1,Hsa.1450,0.7543746949369902
Hsa.13491.1,Hsa.13702,0.8021201644860815
Hsa.13491.1,Hsa.136,0.756481408641283
Hsa.13491.1,Hsa.1108,0.8305888834261825
Hsa.13491.1,Hsa.16096,0.784158012951258
Hsa.13491.1,Hsa.1448,0.7947172578189567
Hsa.13491.1,Hsa.1164,0.7612124817443364
Hsa.13491.1,Hsa.1106,0.7709793941676424
Hsa.13491.1,Hsa.1486,0.790212812716902
Hsa.13491.1,Hsa.14896,0.7542731729652957
Hsa.13491.1,Hsa.1522,0.7856860640097965
Hsa.13491.1,Hsa.17956,0.8066289621257954
Hsa.13491.1,Hsa.15844,0.7593745149920865
Hsa.13491.1,Hsa.154,0.7500534133876874
Hsa.13491.1,Hsa.15167,0.8283603232899072
Hsa.13491.1,Hsa.1480,0.7627854803746051
Hsa.13491.1,Hsa.1489,0.7817508725776438
Hsa.13491.1,Hsa.14360.1,0.7583547868549686
Hsa.13491.1,Hsa.12149,0.7875375090374478
Hsa.13491.1,Hsa.1375,0.770455305907181
Hsa.13491.1,Hsa.1664,0.8040824149502781
Hsa.13491.1,Hsa.12102,0.7557366034731067
Hsa.13491.1,Hsa.1309,0.7554670074191215
Hsa.13491.1,Hsa.1507,0.7715419206182406
Hsa.13491.1,Hsa.1453,0.7788752709474156
Hsa.13491.1,Hsa.1802,0.7991173363142187
Hsa.13491.1,Hsa.1359,0.7924805866352239
Hsa.13491.1,Hsa.17091,0.7632220380456302
Hsa.13491.1,Hsa.1675,0.7513883095153499
Hsa.13491.1,Hsa.1383,0.7700857006867265
Hsa.13491.1,Hsa.14973,0.8234076739086305
Hsa.13491.1,Hsa.18787,0.752164240870494
Hsa.13491.1,Hsa.1509,0.7709213215881566
Hsa.13491.1,Hsa.1620,0.7621882116119058
Hsa.13491.1,Hsa.14763,0.8021053688709087
Hsa.13491.1,Hsa.1887,0.8123527718201092
Hsa.13491.1,Hsa.1662,0.750201748055128
Hsa.13491.1,Hsa.1274,0.7711149446754636
Hsa.13491.1,Hsa.1468,0.7797677937463606
Hsa.13491.1,Hsa.12260,0.775171229596974
Hsa.13491.1,Hsa.1009,0.7508978758178833
Hsa.13491.1,Hsa.1614,0.7811768277435948
Hsa.13491.1,Hsa.15198,0.7698190583972065
Hsa.37254,Hsa.3087,0.7674322229064093
Hsa.37254,Hsa.36957,0.8515713937857444
Hsa.37254,Hsa.36957.1,0.8700856462540514
Hsa.37254,Hsa.2151,0.7983457456567258
Hsa.37254,Hsa.18897,0.7772403226172554
Hsa.37254,Hsa.38205,0.886241530061509
Hsa.37254,Hsa.3225,0.9300957293821293
Hsa.37254,Hsa.2463,0.7833009988660433
Hsa.37254,Hsa.31882,0.8524731573858312
Hsa.37254,Hsa.2714,0.7579396777118906
Hsa.37254,Hsa.848,0.7538310539096631
Hsa.37254,Hsa.33982,0.893717724795535
Hsa.37254,Hsa.34351,0.9135992361397245
Hsa.37254,Hsa.30128,0.7996162872782128
Hsa.37254,Hsa.2592,0.7532100614622641
Hsa.37254,Hsa.33699,0.8760369148600518
Hsa.37254,Hsa.35528,0.907328982570385
Hsa.37254,Hsa.209,0.787102176521178
Hsa.37254,Hsa.33602,0.7521001858441456
Hsa.37254,Hsa.36657,0.8975762467125715
Hsa.37254,Hsa.215,0.8011741846888094
Hsa.37254,Hsa.37169,0.776890004923978
Hsa.37254,Hsa.41164,0.8778838968910435
Hsa.37254,Hsa.41956,0.7688840136459195
Hsa.37254,Hsa.37058,0.8089674726652621
Hsa.37254,Hsa.35201,0.9327534893822684
Hsa.37254,Hsa.37038,0.7838686761291483
Hsa.37254,Hsa.2884,0.7759279843908091
Hsa.37254,Hsa.3298,0.7519257733360228
Hsa.37254,Hsa.2985,0.8643675382159858
Hsa.37254,Hsa.348,0.8314425842762019
Hsa.37254,Hsa.3070,0.8801868669378331
Hsa.37254,Hsa.24279,0.7509678759979515
Hsa.37254,Hsa.35518,0.920634035415428
Hsa.37254,Hsa.41169,0.8867101050551981
Hsa.37254,Hsa.3065,0.7669355176295698
Hsa.37254,Hsa.2409,0.7792083407067482
Hsa.37254,Hsa.41123,0.9066687519850407
Hsa.37254,Hsa.32358,0.92415914927181
Hsa.37254,Hsa.3969,0.8067270500378839
Hsa.37254,Hsa.33671,0.7842691769381654
Hsa.37254,Hsa.3102,0.8207414407009753
Hsa.37254,Hsa.37293,0.869008580259661
Hsa.37254,Hsa.3301,0.7568912021993229
Hsa.37254,Hsa.36671,0.8591481313753361
Hsa.37254,Hsa.19143,0.7569856374838299
Hsa.37254,Hsa.27300,0.7518305932294529
Hsa.37254,Hsa.26945,0.791111376858974
Hsa.37254,Hsa.2998,0.7849937150980945
Hsa.37254,Hsa.297,0.7967351985214376
Hsa.37254,Hsa.3893,0.8680971207748795
Hsa.37254,Hsa.16092,0.7597802206979415
Hsa.37254,Hsa.27560,0.827987867509989
Hsa.37254,Hsa.30310,0.7804736925935586
Hsa.37254,Hsa.9295,0.7550416281763703
Hsa.37254,Hsa.43862,0.7908639355432905
Hsa.37254,Hsa.31179,0.8030900859105965
Hsa.37254,Hsa.358,0.8100381926675531
Hsa.37254,Hsa.41136,0.8029164142147796
Hsa.37254,Hsa.35741,0.7958967723921044
Hsa.37254,Hsa.2253,0.7938182998879388
Hsa.37254,Hsa.37609,0.7999954915096974
Hsa.37254,Hsa.2910,0.8062588845302181
Hsa.37254,Hsa.36705,0.8393194739557448
Hsa.541,Hsa.539,0.8504384120181653
Hsa.541,Hsa.4689,0.8419982827640151
Hsa.541,Hsa.878,0.8204659003786664
Hsa.541,Hsa.7877,0.8732406451873258
Hsa.541,Hsa.8068,0.8387008274419311
Hsa.541,Hsa.5398,0.8655331609873068
Hsa.541,Hsa.5363,0.8761879422870394
Hsa.541,Hsa.5444,0.7824544859711604
Hsa.541,Hsa.954,0.7635084204621636
Hsa.541,Hsa.489,0.8292194455610081
Hsa.541,Hsa.5346,0.8209071379820538
Hsa.541,Hsa.4252,0.8147774060354633
Hsa.541,Hsa.73,0.8403395915379291
Hsa.541,Hsa.668,0.8523967033905737
Hsa.541,Hsa.951,0.787643942490927
Hsa.541,Hsa.539.1,0.7635837789483604
Hsa.541,Hsa.41279,0.7913217138041476
Hsa.541,Hsa.8583,0.7953111462275193
Hsa.541,Hsa.41207,0.812024024004203
Hsa.541,Hsa.5130,0.8050159218580483
Hsa.20836,Hsa.1977,0.793598523357916
Hsa.20836,Hsa.24464,0.752661201243752
Hsa.20836,Hsa.2597,0.757648710247363
Hsa.20836,Hsa.20836.1,0.9831851284653198
Hsa.20836,Hsa.2019,0.7977833539811181
Hsa.20836,Hsa.1985,0.78591772783233
Hsa.20836,Hsa.1978,0.7774817513534241
Hsa.20836,Hsa.1006,0.7505054302874371
Hsa.20836,Hsa.27721,0.8076236797785937
Hsa.1977,Hsa.24464,0.9386501063591945
Hsa.1977,Hsa.2597,0.9325703527389573
Hsa.1977,Hsa.20836.1,0.8151189751079585
Hsa.1977,Hsa.2299,0.7525148792488655
Hsa.1977,Hsa.2221,0.9466546884082326
Hsa.1977,Hsa.2019,0.9331691646514657
Hsa.1977,Hsa.1949,0.8934773826569283
Hsa.1977,Hsa.255,0.9165329387499889
Hsa.1977,Hsa.2699,0.8491817713803148
Hsa.1977,Hsa.2542,0.8054802289113048
Hsa.1977,Hsa.25867,0.7640496641001506
Hsa.1977,Hsa.2665,0.857279770570948
Hsa.1977,Hsa.27685,0.8960963193564442
Hsa.1977,Hsa.20,0.7849429828023556
Hsa.1977,Hsa.2026,0.810872439245262
Hsa.1977,Hsa.1985,0.8745963661010586
Hsa.1977,Hsa.1978,0.9512908121190753
Hsa.1977,Hsa.2582,0.940617074248787
Hsa.1977,Hsa.2071,0.7767328966066622
Hsa.1977,Hsa.2655,0.7715605955292255
Hsa.1977,Hsa.22614,0.7709599961195256
Hsa.1977,Hsa.2663,0.8199209305625048
Hsa.1977,Hsa.2773,0.8754251918461003
Hsa.1977,Hsa.24948,0.8595881333815065
Hsa.1977,Hsa.2360,0.8184946753854585
Hsa.1977,Hsa.19784,0.7867880795074497
Hsa.1977,Hsa.2779,0.799891888329092
Hsa.1977,Hsa.26914,0.842209974519253
Hsa.1977,Hsa.27324,0.8157796441872749
Hsa.1977,Hsa.194,0.8345837073883304
Hsa.1977,Hsa.2251,0.8543405186612744
Hsa.1977,Hsa.2440,0.8016640658185843
Hsa.1977,Hsa.20507,0.7512146590830724
Hsa.1977,Hsa.2249,0.8228379760416618
Hsa.1977,Hsa.2489,0.7596378859189491
Hsa.1977,Hsa.1990,0.784184199026824
Hsa.1977,Hsa.27721,0.8292171412873626
Hsa.1977,Hsa.2612,0.8577041833380472
Hsa.1977,Hsa.27686,0.855263829175569
Hsa.1977,Hsa.19232,0.7752959627856183
Hsa.1977,Hsa.2589,0.7722789776570256
Hsa.1977,Hsa.2132,0.8680553868729605
Hsa.1977,Hsa.21596,0.7796649690243939
Hsa.1977,Hsa.26083,0.7834952459992792
Hsa.1977,Hsa.2487,0.7532264399855477
Hsa.1977,Hsa.2478,0.755238675657308
Hsa.1977,Hsa.22762,0.7580805521678154
Hsa.1977,Hsa.2007,0.7501051785643239
Hsa.1977,Hsa.19653,0.8418826711657963
Hsa.1977,Hsa.21160,0.7925066159444952
Hsa.1977,Hsa.2156,0.7758862907120041
Hsa.1977,Hsa.2179,0.7974562340081189
Hsa.1977,Hsa.2567,0.7752384803324885
Hsa.1977,Hsa.2372,0.7765081419587699
Hsa.1977,Hsa.216,0.7596222475699187
Hsa.1977,Hsa.2543,0.8050044398798674
Hsa.1977,Hsa.21369,0.7775602225872611
Hsa.1977,Hsa.2513,0.815544998855211
Hsa.1977,Hsa.2315,0.8333528282799693
Hsa.1977,Hsa.2778,0.7714653455018744
Hsa.1977,Hsa.2105,0.8489185183418664
Hsa.1977,Hsa.26528,0.7869740496970143
Hsa.1977,Hsa.2047,0.8334623433032038
Hsa.1977,Hsa.27648,0.7565222016245183
Hsa.1977,Hsa.2359,0.7535542296349572
Hsa.1977,Hsa.2316,0.8440870645820673
Hsa.1977,Hsa.22909,0.7614869911916482
Hsa.1977,Hsa.2157,0.7844043417118622
Hsa.1977,Hsa.1973,0.760009716095436
Hsa.1977,Hsa.2503,0.7931641004190587
Hsa.1977,Hsa.2777,0.8947164198215399
Hsa.1977,Hsa.23565,0.817762812062465
Hsa.1977,Hsa.229,0.7637241703355317
Hsa.1977,Hsa.2756,0.8158820393064721
Hsa.1977,Hsa.1957,0.8591754923295739
Hsa.1977,Hsa.27341,0.7516558813211611
Hsa.1977,Hsa.2451,0.8457034380766701
Hsa.1977,Hsa.22242,0.7689034419064636
Hsa.1977,Hsa.2774,0.7663218548010475
Hsa.1977,Hsa.2549,0.8134500799776159
Hsa.1977,Hsa.2772,0.7548540753908729
Hsa.1977,Hsa.25522,0.7596887615295945
Hsa.1977,Hsa.27488,0.8058393686036712
Hsa.1977,Hsa.21957,0.778272765869293
Hsa.1977,Hsa.2091,0.8281643441582586
Hsa.1977,Hsa.2115,0.7918081461704406
Hsa.1977,Hsa.20376,0.8326999754650787
Hsa.1977,Hsa.2687,0.7545262538217331
Hsa.1977,Hsa.2688,0.8573468183496672
Hsa.1977,Hsa.2753,0.8095849988296161
Hsa.1977,Hsa.23824,0.8083820317075394
Hsa.1977,Hsa.2199,0.7994437182331078
Hsa.1977,Hsa.26992,0.7643322680905522
Hsa.1977,Hsa.2705,0.7922952871007902
Hsa.1977,Hsa.22452,0.768107849730328
Hsa.44472,Hsa.45293,0.9307990237833407
Hsa.44472,Hsa.539,0.7801241101045155
Hsa.44472,Hsa.44472.1,0.9629164013725245
Hsa.44472,Hsa.45293.1,0.9063124579550333
Hsa.44472,Hsa.5444,0.7535952332113415
Hsa.44472,Hsa.44403,0.9374870880296867
Hsa.44472,Hsa.9304,0.8927168034881199
Hsa.44472,Hsa.45222,0.9290061239744606
Hsa.44472,Hsa.4316,0.7657842107730266
Hsa.44472,Hsa.572,0.7799967084214833
Hsa.44472,Hsa.537,0.7772688025850004
Hsa.44472,Hsa.652,0.7996077142423338
Hsa.44472,Hsa.43252,0.7791776048729002
Hsa.44472,Hsa.778,0.7781629216439133
Hsa.44472,Hsa.5122,0.7709183412102736
Hsa.44472,Hsa.41279,0.752578239234895
Hsa.44472,Hsa.6581,0.810521821066753
Hsa.44472,Hsa.893,0.8321364029349755
Hsa.44472,Hsa.695,0.7913934857277861
Hsa.44472,Hsa.44036,0.751749222683665
Hsa.44472,Hsa.4919,0.7522902190041816
Hsa.44472,Hsa.42357,0.8374950115583396
Hsa.44472,Hsa.43894,0.7989057597700698
Hsa.3087,Hsa.3835,0.7503196822135024
Hsa.3087,Hsa.3002,0.8348645686537918
Hsa.3087,Hsa.2948,0.770230501206485
Hsa.3087,Hsa.3006,0.908991483578983
Hsa.3087,Hsa.3094,0.7712107667119581
Hsa.3087,Hsa.2800,0.8719830049931805
Hsa.3087,Hsa.3566,0.7731442062800962
Hsa.3087,Hsa.3409,0.8445828787622566
Hsa.3087,Hsa.38205,0.8258388743846579
Hsa.3087,Hsa.3017,0.8068302866102727
Hsa.3087,Hsa.3409.1,0.7835914561721059
Hsa.3087,Hsa.3197,0.7974173763579618
Hsa.3087,Hsa.31882,0.8117597205893987
Hsa.3087,Hsa.38375,0.7528151089997804
Hsa.3087,Hsa.2933,0.7865020739065189
Hsa.3087,Hsa.41126,0.7530817702837371
Hsa.3087,Hsa.3001,0.7677042418625478
Hsa.3087,Hsa.2795,0.7928775256934402
Hsa.3087,Hsa.3121,0.7981093611694153
Hsa.3087,Hsa.2917,0.7568286797879357
Hsa.3087,Hsa.2950,0.8479152895370727
Hsa.3087,Hsa.3056,0.782531314604899
Hsa.3087,Hsa.41124,0.8565688912168553
Hsa.3087,Hsa.34351,0.7744013499753689
Hsa.3087,Hsa.30128,0.8436610219788413
Hsa.3087,Hsa.3174,0.7613107953510344
Hsa.3087,Hsa.3157,0.7860939023447732
Hsa.3087,Hsa.36291,0.840764307855354
Hsa.3087,Hsa.3088,0.759693543017624
Hsa.3087,Hsa.3007,0.7540600689427398
Hsa.3087,Hsa.36657,0.7574608708793421
Hsa.3087,Hsa.36665,0.7790359594459693
Hsa.3087,Hsa.286,0.755505962807239
