,weighted_degree
Hsa.3922,1093.6335658075182
Hsa.41218,961.8580632235789
Hsa.2710,974.7592808717296
Hsa.307,1027.0649156389204
Hsa.587,516.0126944691987
Hsa.2095,499.0057618050061
Hsa.3547,813.0252727142147
Hsa.3295,993.1272335928955
Hsa.778,569.4865765543608
Hsa.2014,577.2938832905422
Hsa.1190,722.3413057834687
Hsa.4954,822.4813744970037
Hsa.1939.1,527.1884552976679
Hsa.3150,1057.964313777205
Hsa.568,919.4113965942928
Hsa.4992,725.7858633125904
Hsa.1006,742.675726498301
Hsa.9277,831.9065346692485
Hsa.9817.1,780.9725676053706
Hsa.21339,506.99829160696703
Hsa.100,763.281590274366
Hsa.8656,933.2078570091915
Hsa.951,628.4875554627087
Hsa.1847,722.1670177277505
Hsa.9623,827.9818104078408
Hsa.8606,982.6078777695675
Hsa.692,125.64243975054836
Hsa.918,489.66730221868505
Hsa.13102,806.2257571019976
Hsa.8177,1062.6716634306742
Hsa.8147,188.56699523919588
Hsa.1532,411.10536699234524
Hsa.41315,441.5931841777434
Hsa.921,697.5830274274113
Hsa.3045,1103.2119810307456
Hsa.628,616.4743888016061
Hsa.1070,694.9993662268175
Hsa.2714,914.4041414967185
Hsa.2613,941.3995873941938
Hsa.823,488.0069463209881
Hsa.231,690.5349355880297
i............................................................................................................................................................................................................................................................................,13.158868534321254
i.............................................................................................................................................................................................................................................................................1,13.158868534321252
i.............................................................................................................................................................................................................................................................................2,13.15886853432125
i.............................................................................................................................................................................................................................................................................3,13.158868534321256
Hsa.996,542.8244954759316
Hsa.9372,895.3655862610187
Hsa.33572,902.4082619413025
Hsa.692.1,152.77970298463188
Hsa.1825,308.2542964176697
Hsa.2806,847.8584090959259
Hsa.38375,1098.1748671534435
Hsa.81,534.0192256175694
Hsa.5122,936.8059740327622
Hsa.2933,953.791859198388
Hsa.3440,960.8834184594621
Hsa.539.1,669.1621318877815
Hsa.10358,458.90232084536234
Hsa.8658,830.2772261363496
Hsa.3769,678.7154372506373
Hsa.41126,524.0904468572071
Hsa.854,923.7978789003784
Hsa.3001,773.9884251335974
Hsa.3031,976.5378606245871
Hsa.80,752.1152181767085
Hsa.29228,948.6843047101164
Hsa.20034,676.2202417656125
Hsa.43279,357.4184203023708
Hsa.1050,879.41616894198
Hsa.9407,638.8315037399408
Hsa.39432,1069.939580207978
Hsa.21660,1009.9378165381697
Hsa.9720,891.5361939486136
Hsa.3063,919.6893313831051
Hsa.2829,941.9774743035293
Hsa.1719,880.6005116683269
Hsa.2795,644.3928826944219
Hsa.994,810.019875742401
Hsa.6165,1015.3618974704643
Hsa.19784,971.5799238952834
Hsa.5544,792.1625518558097
Hsa.17256,572.9944955793593
Hsa.1178,617.6530879447542
Hsa.26767,858.792964357536
Hsa.41259,887.492387549326
Hsa.3180,806.4369783332633
Hsa.2905,835.0428247790014
Hsa.1534,45.97154236468489
Hsa.1166,729.328042620464
Hsa.2779,1086.0981513695451
Hsa.14229,811.7309060120939
Hsa.787,782.6488494438056
Hsa.1478,703.9238821693825
Hsa.1722,799.8562511243438
Hsa.26914,1114.9202597336277
Hsa.122,804.7793251139096
Hsa.2768,842.9734521185964
Hsa.41279,909.3681365040242
Hsa.891,448.42523782988076
Hsa.3272,942.6553456219275
Hsa.9285,997.6362985452417
Hsa.1263,901.6797090493909
Hsa.2902,1020.0633033418226
Hsa.1063,837.582388873797
Hsa.3307,839.1069965002077
Hsa.25847,940.4318685113659
Hsa.19003,437.65252338727834
Hsa.256,930.7217096858501
Hsa.41347,854.5673751466398
Hsa.3121,913.2638058631508
Hsa.1044,843.1713292986757
Hsa.11352,587.7172529975323
Hsa.2917,867.2772216297427
Hsa.13598,587.8281381384356
Hsa.1391,986.0826519518941
Hsa.698,760.1373802124857
Hsa.27324,1112.171365105245
Hsa.1738,794.553666504265
Hsa.14360,817.9216233700824
Hsa.9738,795.995617684431
Hsa.1804,702.7423401793391
Hsa.17649,898.7560088989948
Hsa.103,826.554383082272
Hsa.79,811.0907626754711
Hsa.2950,568.2454094319905
Hsa.34874,992.2475357088067
Hsa.2598,1024.7145141720293
Hsa.3117,941.2316679369436
Hsa.10176,859.8199281860494
Hsa.1276,736.5765977856228
Hsa.1450,498.4124824608137
Hsa.2126,553.4124402132695
Hsa.2559,1131.778617293972
Hsa.1096,835.91622148363
Hsa.11096.1,781.504276048086
Hsa.2809,54.13639511121617
Hsa.1466,619.967185747424
Hsa.35496,1137.9865668671537
Hsa.31.1,138.10253003716957
Hsa.153,755.5102289852599
Hsa.594,836.562594103362
Hsa.562,620.2157266885746
Hsa.3910,959.3228404591786
Hsa.41181,1028.4429837757925
Hsa.194,986.5939829516998
Hsa.995,779.4892130248126
Hsa.821,651.9486121149763
Hsa.848,272.50309253468106
Hsa.33982,335.2325752462005
Hsa.9631,950.2029826386332
Hsa.2251,891.9703742706486
Hsa.2600.1,1021.4914938045121
Hsa.1277,767.8861674806512
Hsa.4347,870.295000807014
Hsa.13702,752.8997696081558
Hsa.13007,909.2557851817744
Hsa.26747,1158.913436763927
Hsa.3056,886.4344883719631
Hsa.36689,496.2766668100461
Hsa.2952,911.6776245965121
Hsa.807,912.7639528908775
Hsa.758,752.4237832996005
Hsa.7671,823.6832481008993
Hsa.2943,1042.424604633126
Hsa.41124,806.1757940415999
Hsa.538,305.42271596555446
Hsa.2505,921.4683421077312
Hsa.2440,428.6714729241884
Hsa.20507,1110.2832821360225
Hsa.136,630.7255516479626
Hsa.6160,623.4528812780628
Hsa.1687,535.7260422520577
Hsa.3152,914.5025715274497
Hsa.5548,901.6616555956108
Hsa.27832,1066.3808290403906
Hsa.1008,733.9422301677332
Hsa.1278,802.505470691277
Hsa.45242,784.7427553892983
Hsa.1121,495.74172182934
Hsa.1670,217.04363127415476
Hsa.5971,712.8293740740509
Hsa.1558,839.7110941425084
Hsa.142,560.3229567929133
Hsa.28145,1132.3655366652426
Hsa.1504,763.7835075997672
Hsa.16100,638.202946355143
Hsa.454,865.3291333418197
Hsa.5537,771.3414626747802
Hsa.9667,930.7962728029745
Hsa.2995,1027.209068461254
Hsa.8097,1066.880435102435
Hsa.11780,738.7340573234815
Hsa.41282,661.6824095002353
Hsa.41325,971.3424258945744
Hsa.19731,626.3623609189449
Hsa.244,735.3764402344971
Hsa.1221,363.27074625172116
Hsa.34351,856.4927054995529
Hsa.2086,1018.5491076816652
Hsa.1033,864.8408802343503
Hsa.24506,564.0019452009178
Hsa.2249,1132.916010061182
Hsa.30128,459.6943824132301
Hsa.25380,1077.7798257314669
Hsa.16086,578.6338265941752
Hsa.2489,1019.5951166879026
Hsa.5143,677.670354608131
Hsa.8736,998.0756795245279
Hsa.544,790.6924312516991
Hsa.3207,978.5157929613007
Hsa.13110,720.1158935153269
Hsa.8596,891.3817748075751
Hsa.714,965.5579339128185
Hsa.965,999.1068434737484
Hsa.1473,682.5432479034379
Hsa.1108,911.2728145515179
Hsa.19537,966.486337440105
Hsa.2870,1018.7403259477849
Hsa.879,425.94658975610844
Hsa.28608,801.333638631621
Hsa.1181.1,850.2956891873139
Hsa.929,818.2667460858246
Hsa.3174,764.3321489046107
Hsa.13624,445.33972163407697
Hsa.2592,892.2877456478923
Hsa.702,506.9912924730766
Hsa.2232,963.186026390306
Hsa.41083,1134.9830013974158
Hsa.3157,1002.6435083322312
Hsa.3299,937.8952272232483
Hsa.6633,857.5058821582033
Hsa.4234,941.0357357219461
Hsa.2560,784.8435689162534
Hsa.3328,1104.7450967055122
Hsa.42186,350.6276133278208
Hsa.33699,361.18850857294984
Hsa.551,855.6798649136936
Hsa.1821,583.234058077923
Hsa.35528,771.6993357740538
Hsa.1239,882.8041962405985
Hsa.3852,1035.9687032395932
Hsa.912,322.67492342166736
Hsa.1990,969.7283990923211
Hsa.24110,991.6015965087366
Hsa.2033,1046.8318005908725
Hsa.8583,542.6742299333913
Hsa.1762,830.3298007746633
Hsa.41207,790.8095836709838
Hsa.2588,527.3468650423476
Hsa.27721,675.1278415076133
Hsa.7736,814.3774121198281
Hsa.6581,976.6328218798998
Hsa.1896,924.1786739109939
Hsa.22251,1033.371083963084
Hsa.591,959.2991031915441
Hsa.10067,813.058375428546
Hsa.36291,997.8346333420078
Hsa.479,211.7645965894275
Hsa.2612,1014.401894607213
Hsa.1542,981.6450258154248
Hsa.2163,709.9389192936287
Hsa.592,869.0037528490604
Hsa.40177,980.8939977532278
Hsa.59,861.8609919396123
Hsa.35652,1038.4764603886301
Hsa.13670,910.3736579202968
Hsa.2268,890.326613154441
Hsa.209,633.6585740384963
Hsa.719,951.8684725827294
Hsa.1678,827.5505840419617
Hsa.3088,922.4173276374949
Hsa.41875,739.3668594901961
Hsa.7654,816.5317422543694
Hsa.2311,758.0878939527737
Hsa.37937,219.50392094199705
Hsa.3069,1127.3145531088878
Hsa.27686,738.8038956529421
Hsa.17101,904.7914220332317
Hsa.2119,986.9976794851393
Hsa.2529,395.6373770398908
Hsa.39,918.3570138167222
Hsa.5464,648.4964489771991
Hsa.561,903.7505573872272
Hsa.8597,1023.8244149765491
Hsa.35000,846.1274567138985
Hsa.1867,776.6130142152128
Hsa.3909,828.9513668310436
Hsa.39809,785.6805258100002
Hsa.19232,1086.630053933602
Hsa.33602,740.3069660083216
Hsa.3185,829.90611590595
Hsa.50,889.5646313226738
Hsa.34416,970.3008184630404
Hsa.44787,941.0644603139586
Hsa.831,616.1632781228207
Hsa.9285.1,816.6811183900209
Hsa.6472,644.7127436496614
Hsa.949,616.4920046731359
Hsa.3454,820.7934603863995
Hsa.2379,1016.353667222591
Hsa.2951,876.9909850085309
Hsa.3007,844.874942229108
Hsa.16096,908.413497840093
Hsa.16793,770.4106069754702
Hsa.934,357.59726773068337
Hsa.7247,820.3592063560965
Hsa.36657,690.7035550252818
a.1000,924.3049698190194
Hsa.36665,848.8147130962034
Hsa.132,639.5219199796642
Hsa.286,913.0193312578506
Hsa.215,564.7836322800149
Hsa.1448,980.5210321018926
Hsa.2589,1020.4469844795285
Hsa.2132,1052.560298054958
Hsa.24206,660.0012875857753
Hsa.5633,808.626989526206
Hsa.1830,646.3278523516232
Hsa.1164,813.3181278477505
Hsa.4996,787.7998668169799
Hsa.12209,754.1307046841678
Hsa.17,713.9274718589503
Hsa.21596,1037.5600981875593
Hsa.1948,876.9935045225704
Hsa.561.1,877.5438107996887
Hsa.26083,1036.6191230802663
Hsa.2393,962.4819961833638
Hsa.21901,277.22018806132496
Hsa.3069.1,793.2748322075436
Hsa.2191,940.9499911093669
Hsa.1591,584.5871115472612
Hsa.726,737.9998239515414
Hsa.962,1027.8002047301063
Hsa.1793,443.59819850129566
Hsa.1312,509.3436905379896
Hsa.10909,407.26992543136816
Hsa.1098,643.6197075528999
Hsa.268,936.5426004798669
Hsa.37169,929.7686639577895
Hsa.22191,803.4378931495544
Hsa.8052,330.17938665283464
Hsa.1215,504.04743564608617
Hsa.8219,633.45628339524
Hsa.470,524.5656192455227
Hsa.41164,616.9670466798675
Hsa.1165,564.8915167555639
Hsa.806,693.562786474166
Hsa.2094,632.6241155575952
Hsa.2780,963.7006095704876
Hsa.23285,1023.7339047130557
Hsa.6376.1,988.5764676833919
Hsa.3209,933.3549595824348
Hsa.853,745.3545827800236
Hsa.8964,989.2557067102542
Hsa.1133,806.3529085237194
Hsa.2141,995.4271179734719
Hsa.9761,934.7593808515129
Hsa.2487,1061.5172921592607
Hsa.8,925.8299150350638
Hsa.19828,831.6412887826896
Hsa.1244,560.0261586105536
Hsa.41299,754.1162802901564
Hsa.1207,697.2657840335521
Hsa.40595,1124.594370902159
Hsa.41956,322.2896751454255
Hsa.834,915.463565072222
Hsa.1768,755.9784922637723
Hsa.608,691.6046286726623
Hsa.1640,245.72055923083155
Hsa.8182,911.6604872101309
Hsa.3150.1,781.6590705592453
Hsa.8010,478.1010876454203
Hsa.36019,1058.0062184492099
Hsa.2062,1113.220290536623
Hsa.31943,1064.462645198127
Hsa.17822,733.3013910047567
Hsa.6422,803.4433434426959
Hsa.950,870.8995056517416
Hsa.20028,907.6065119402396
Hsa.32389,1108.8017727527188
Hsa.1773,671.4599217540384
Hsa.847,633.4482936768915
Hsa.1132,901.8354326169034
Hsa.1106,901.8854075649381
Hsa.2478,1159.545091428912
Hsa.1630,839.9018965596423
Hsa.1445,711.013288103826
Hsa.4907,611.2384819255668
Hsa.6376.2,1082.1298576823194
Hsa.2416,1008.830812735471
Hsa.24944,1031.5403148393916
Hsa.41240,406.7627012082572
Hsa.897,895.2381118343317
Hsa.1739,930.607582101281
Hsa.22167,1050.9299071146995
Hsa.9251,779.529457886977
Hsa.39288,1007.478387450823
Hsa.3022,1021.3271139455996
Hsa.42949,70.89939048396651
Hsa.2304,818.0682154472563
Hsa.6458,761.6086461209007
Hsa.2739,754.5990281563986
Hsa.305,958.0281198012436
Hsa.732,804.7844851255377
Hsa.34562,1127.678455001829
Hsa.5402,687.5770807835482
Hsa.3306,728.4514794174554
Hsa.7324,747.6178007598818
Hsa.28914,944.9852645519074
Hsa.36010,836.7046767694953
Hsa.3194,698.8242448056774
Hsa.9691,625.6952798610694
Hsa.33843,1101.2372001945319
Hsa.3135,1063.1587200738784
Hsa.45499,308.2341411032002
Hsa.1920,112.1721835861815
Hsa.465,737.9738753200812
Hsa.1515,367.68968607074237
Hsa.36666,1160.279510850384
Hsa.2298,1055.358658811158
Hsa.22762,680.4981560945989
Hsa.318,919.6359116669961
Hsa.8080,807.387375164471
Hsa.3098,758.241233977606
Hsa.5142,937.2627562573288
Hsa.2301,925.6260928104746
Hsa.27592,1002.9627845806004
Hsa.26883,938.8921235561503
Hsa.2007,1160.3198036102879
Hsa.168,715.2819755741368
Hsa.11765,439.40068191222247
Hsa.977,903.2069500037826
Hsa.3228,1043.2773292261616
Hsa.7395,706.1063447569015
Hsa.1485,490.35690346693434
Hsa.400,785.5802269941424
Hsa.19653,1100.3117195302038
Hsa.2858,860.8247766038276
Hsa.845,33.85445119895519
Hsa.21160,1050.321794285636
Hsa.1668,866.2796223512507
Hsa.347,944.5942778898799
Hsa.285,654.5705651895814
Hsa.2646,623.281388571666
Hsa.3076,993.9922787315221
Hsa.36938,747.848266942159
Hsa.16742,824.6935558277378
Hsa.28193,1091.5498031195966
Hsa.43684,981.0782946492355
Hsa.1175,911.640875720679
Hsa.3517,899.6645646020345
Hsa.2156,736.1938805405258
Hsa.301,1164.0137535431672
Hsa.3159,745.3391130737788
Hsa.1258,73.84207911790669
Hsa.3820,907.7935123418744
Hsa.7265,958.6678099613009
Hsa.1486,872.6779305602277
Hsa.37058,896.0911293260252
Hsa.2830,778.4666600600641
Hsa.2966,1007.0038490068987
Hsa.10068,873.6588884281
Hsa.16164,203.32957920890982
Hsa.10047,716.5181656931586
Hsa.6051,672.3403886845327
Hsa.1036,42.64810732942044
Hsa.1715,802.2943748231033
Hsa.1920.1,70.27008024768084
Hsa.12892,1013.0702488802702
Hsa.1414,388.29015178330434
Hsa.2568,1023.1824647360874
Hsa.2840,720.2089100006057
Hsa.36354,1051.8587810821746
Hsa.14896,827.8408059739335
Hsa.978,1012.3486462017001
Hsa.852,744.3545164400008
Hsa.919,692.1696106758499
Hsa.41163,839.0106914230867
Hsa.35201,598.3167630939264
Hsa.9972,450.5966750545007
Hsa.38375.1,934.4252100823408
Hsa.359,1122.350056842507
Hsa.3260,893.632694766967
Hsa.109,272.4033070146872
Hsa.1522,720.6196795620656
Hsa.465.1,764.9015023450596
Hsa.7614,739.9325274608566
Hsa.370,1081.8556656405046
Hsa.12024,1024.1617685624324
Hsa.896,323.914490508553
Hsa.12754,441.55870569097084
Hsa.43155,801.4008517085668
Hsa.2179,693.7082808993742
Hsa.17956,826.9207106039006
Hsa.15844,334.6422012907033
Hsa.3136,1119.8586662880348
Hsa.44686,275.76503502877785
Hsa.733.1,717.30922411916
Hsa.2843,957.3418642590016
Hsa.2149,824.427130896219
Hsa.16100.1,776.0678897727691
Hsa.321,772.5833184719193
Hsa.13834,704.1094091905082
Hsa.34384,1097.082410370583
Hsa.557,767.3166938025691
Hsa.612,678.6120276532572
Hsa.1761,493.6580204420582
Hsa.1284,655.7187316279609
Hsa.44876,733.9589724306552
Hsa.2363,1106.3950778479234
Hsa.2567,1084.6669750359704
Hsa.37038,1089.5466850875152
Hsa.154,756.8022361194069
Hsa.31933,806.4562569548442
Hsa.61,610.6701917779232
Hsa.2856,852.8891751505773
Hsa.1521,935.9701587084966
Hsa.5120,923.4954181246171
Hsa.1806,675.688002845153
Hsa.893,817.3812944130632
Hsa.3305,464.40974794894095
Hsa.3256,969.77723435323
Hsa.15167,850.2910664041699
Hsa.10171,691.8110662508818
Hsa.11340,443.99164179764944
Hsa.1480,983.4902104021479
Hsa.2372,726.8960919754901
Hsa.216,1021.2196291258732
Hsa.2543,833.2311909894945
Hsa.3164,983.8164729954195
Hsa.21369,957.9742410776691
Hsa.1489,803.5224151441645
Hsa.741,826.7815451973273
Hsa.1502,606.2743735008341
Hsa.14360.1,911.0162578545619
Hsa.2317,963.7678621292231
Hsa.2634,1097.5891848976419
Hsa.4251,880.407399601762
Hsa.641,507.24380281931275
Hsa.3239,880.6523190390419
Hsa.41322,590.5579340778129
Hsa.1537,711.1405295668869
Hsa.25745,1141.9131692762198
Hsa.3940,1078.5534203848508
Hsa.1567,780.5956870008713
Hsa.3067,844.4487145138309
Hsa.692.2,67.86288403897522
Hsa.9235,911.4985289426875
Hsa.465.2,790.3286214033321
Hsa.2884,990.8792014707822
Hsa.2135,628.1879686577222
Hsa.1799,560.3700923551438
Hsa.17353,815.1106795827963
Hsa.2008,1088.072430988032
Hsa.22775,1081.81452791832
Hsa.3298,980.0473161948005
Hsa.964,903.7900605367872
Hsa.6048,195.59676081080144
Hsa.3274,1089.6526304526888
Hsa.2985,757.9715497471235
Hsa.1726,874.656995159054
Hsa.773,591.2102840394513
Hsa.550,957.6312646084099
Hsa.2390,874.1198470621936
Hsa.7852,742.6955167806208
Hsa.3926,782.623609295123
Hsa.2513,960.2812878325595
Hsa.43242,1000.2661267105818
Hsa.1854,390.42390275971184
Hsa.3353,436.7670711344496
Hsa.1220,836.0962313804528
Hsa.1259,612.783735814761
Hsa.1516,721.6643617125145
Hsa.1272,693.7080944890017
Hsa.2999,972.7249508108946
Hsa.18401,739.3137762691682
Hsa.1433,808.2041502051895
Hsa.348,1018.3939839262225
Hsa.3040,1088.2488245595496
Hsa.695,715.0488357038472
Hsa.680,231.82863205483488
Hsa.28162,160.77318093931757
Hsa.9285.2,818.0486733079064
Hsa.2863,809.8060172763247
Hsa.20164,1115.8139046083093
Hsa.6596,878.3863347784533
Hsa.1138,938.9161512312859
Hsa.3349,403.57821906578835
Hsa.316,391.4582777646789
Hsa.3145,1103.5979531073124
Hsa.2576,1122.604536098952
Hsa.2841,942.5274973019596
Hsa.17453,779.2392618417038
Hsa.41280,657.4770503453504
Hsa.1955,1011.1604637975865
Hsa.2650,926.5636265132507
Hsa.2801,1046.3067576155315
Hsa.18513,832.2867477115643
Hsa.23699,1052.9819238696143
Hsa.287,1022.5250243891411
Hsa.8299,814.1045777475624
Hsa.3070,675.254204211062
Hsa.25,1036.0867348088234
Hsa.1131,320.8262783366442
Hsa.3099,1054.1133146804875
Hsa.41280.1,572.7779738457583
Hsa.2342,1057.722575010622
Hsa.26920,1051.2566370379486
Hsa.14842,639.5468130584372
Hsa.41116,904.214711232032
Hsa.487,765.3268229156857
Hsa.3803,823.1816418840134
Hsa.1385,617.428275331762
Hsa.8133,768.284531342313
Hsa.2345,1063.2125084801528
Hsa.36685,952.2175154578251
Hsa.2315,1068.072684953428
Hsa.646,545.2170848299163
Hsa.459,877.9012714342814
Hsa.12149,934.2243423292116
Hsa.8374,293.1907275555122
Hsa.2778,900.288294736334
Hsa.2469,1096.5675795816903
Hsa.2105,1061.4957657003984
Hsa.884,774.3458542646836
Hsa.1216,632.714597667871
Hsa.1071,807.7991940228333
Hsa.2955,981.2543416082927
Hsa.1694,780.8827535384485
Hsa.1512,779.0786875809921
Hsa.10516,706.860637409036
Hsa.12893,669.587198965325
Hsa.28186,1062.443965303619
Hsa.1698,541.5322353302528
Hsa.34914,817.8527805842614
Hsa.42738,137.96196545434458
Hsa.17030,746.4023996218386
Hsa.2769,761.8849279178887
Hsa.24279,548.8353498823752
Hsa.26719,910.0000030417133
Hsa.2925,1010.226385320175
Hsa.24048,1043.5031543368357
Hsa.20524,1073.4871517826641
Hsa.27738,1021.9761344125395
Hsa.14453,590.1008121105233
Hsa.35518,755.6510518931196
Hsa.42204,731.9515597138932
Hsa.2700,959.5104084862845
