,weighted_degree
Hsa.8964,1032.1628807324078
Hsa.1133,877.6263722921475
Hsa.2141,1036.9134913408295
Hsa.9761,985.3591275040734
Hsa.2487,1090.1316833245369
Hsa.8,958.9851856600824
Hsa.19828,876.7716428799821
Hsa.1244,639.1200423615045
Hsa.41299,795.2070173374971
Hsa.1207,759.6190429659209
Hsa.40595,1144.1853868608337
Hsa.41956,456.30196903041474
Hsa.834,981.7269345206054
Hsa.1768,826.7156802151839
Hsa.608,750.3656947996128
Hsa.1640,338.4698096578205
Hsa.8182,951.8082621108549
Hsa.3150.1,870.045283249749
Hsa.8010,535.6328982741718
Hsa.36019,1081.4525045060486
Hsa.2062,1126.8032331103645
Hsa.31943,1092.4933241431092
Hsa.17822,867.6414342418775
Hsa.6422,882.6266513932138
Hsa.950,898.0601426716304
Hsa.20028,947.2951693839165
Hsa.32389,1130.353661471947
Hsa.1773,724.9377763478428
Hsa.847,712.8378365461538
Hsa.1132,923.7679394844494
Hsa.1106,965.3348450406202
Hsa.2478,1175.2711352760818
Hsa.1630,920.2489685529606
Hsa.1445,770.50679484427
Hsa.4907,707.1148670701153
Hsa.6376.2,1114.4024536942811
Hsa.2416,1044.8973327190756
Hsa.24944,1054.0841257298002
Hsa.41240,566.0297141296302
Hsa.897,952.66517711315
Hsa.1739,990.5536275714796
Hsa.22167,1069.3725848026158
Hsa.9251,830.0603816766509
Hsa.39288,1068.0797688597868
Hsa.3022,1069.1278590035622
Hsa.42949,117.05296180387586
Hsa.2304,899.6682145037519
Hsa.6458,809.128114211459
Hsa.2739,829.1694072186208
Hsa.305,991.1855977338901
Hsa.732,852.6528041192166
Hsa.34562,1145.4001063373587
Hsa.5402,741.4693076912474
Hsa.3306,774.425375222243
Hsa.7324,815.7537197556884
Hsa.28914,981.1294503139044
Hsa.36010,932.1785182304501
Hsa.3194,837.6479325250322
Hsa.9691,710.1218420494391
Hsa.33843,1128.382732702125
Hsa.3135,1098.6306121201853
Hsa.45499,383.0436907316028
Hsa.1920,229.2567379339209
Hsa.465,789.3340702563031
Hsa.1515,491.6502023886394
Hsa.36666,1175.6853071903324
Hsa.2298,1073.0073263422228
Hsa.22762,740.939881095923
Hsa.318,1031.8202039660655
Hsa.8080,940.7945637318309
Hsa.3098,822.3838038024534
Hsa.5142,999.5169675897281
Hsa.2301,968.8488358967503
Hsa.27592,1039.2318469126535
Hsa.26883,969.810258455861
Hsa.2007,1174.6451135930417
Hsa.168,854.4710222533915
Hsa.11765,629.4292689779038
Hsa.977,940.1508907740034
Hsa.3228,1071.9365858072772
Hsa.7395,761.1607177331026
Hsa.1485,583.7595768806993
Hsa.400,858.9671036568105
Hsa.19653,1124.32263671486
Hsa.2858,909.8161560798178
Hsa.845,111.69960327629094
Hsa.21160,1069.2256082696847
Hsa.1668,916.6120842579556
Hsa.347,980.0872801471547
Hsa.285,708.5958770257678
Hsa.2646,691.6442818476386
Hsa.3076,1018.2364461486286
Hsa.36938,973.1840652217944
Hsa.16742,904.990790779352
Hsa.28193,1127.3140546851982
Hsa.43684,1026.6912555163626
Hsa.1175,942.8249533299415
Hsa.3517,1003.9652165007883
Hsa.2156,792.2639644013713
Hsa.301,1184.6045926155248
Hsa.3159,884.9423177753999
Hsa.1258,216.42059476161103
Hsa.3820,945.9673132706235
Hsa.7265,1003.7772123646589
Hsa.1486,956.6541787585555
Hsa.37058,934.9042140671842
Hsa.2830,828.3971314101378
Hsa.2966,1039.0713994014661
Hsa.10068,920.3079762884495
Hsa.16164,286.6990718916331
Hsa.10047,790.6166511988803
Hsa.6051,716.7262812434495
Hsa.1036,126.05052345941746
Hsa.1715,876.7894275232486
Hsa.1920.1,116.87735210167142
Hsa.12892,1050.3909368944965
Hsa.1414,517.7797780311631
Hsa.2568,1065.70381764483
Hsa.2840,804.0975799905509
Hsa.36354,1068.2395551745062
Hsa.14896,905.0635279502502
Hsa.978,1046.8340708101462
Hsa.852,800.1353911102976
Hsa.919,770.3515005193357
Hsa.41163,878.300847453224
Hsa.35201,672.2930301302368
Hsa.9972,517.8270472530676
Hsa.38375.1,994.9630263565512
Hsa.359,1138.5913553864818
Hsa.3260,934.7357031545907
Hsa.109,447.93835219612083
Hsa.1522,800.1844596360304
Hsa.465.1,837.9305113816497
Hsa.7614,813.5650903297941
Hsa.370,1110.1461622035056
Hsa.12024,1049.7316175911035
Hsa.896,449.39879169181705
Hsa.12754,536.2252915447702
Hsa.43155,852.994745470303
Hsa.2179,787.3856354617127
Hsa.17956,934.2975110229942
Hsa.15844,397.9897995248459
Hsa.3136,1133.9541191749142
Hsa.44686,472.84740900562645
Hsa.733.1,770.8805805867214
Hsa.2843,983.3667254446966
Hsa.2149,900.8732694270927
Hsa.16100.1,857.4710192403776
Hsa.321,857.360247442147
Hsa.13834,816.674469446832
Hsa.34384,1124.1087831135958
Hsa.557,839.4400138883361
Hsa.612,777.5210622651784
Hsa.1761,618.0961221660705
Hsa.1284,715.468527161923
Hsa.44876,794.8889475269267
Hsa.2363,1125.2438651616021
Hsa.2567,1115.6208736467381
Hsa.37038,1130.6730543397794
Hsa.154,825.0312963190318
Hsa.31933,866.9166693146526
Hsa.61,735.6766508433253
Hsa.2856,906.8252225490104
Hsa.1521,977.5728056109375
Hsa.5120,960.5539459738839
Hsa.1806,756.4223065333721
Hsa.893,887.7804160599638
Hsa.3305,586.3254549948284
Hsa.3256,1006.6724005071319
Hsa.15167,930.1610184149248
Hsa.10171,811.3949371355434
Hsa.11340,519.3236429775296
Hsa.1480,1046.517389787489
Hsa.2372,809.0472365566504
Hsa.216,1051.0226320679465
Hsa.2543,880.3852361353114
Hsa.3164,1012.6865039460487
Hsa.21369,984.4028601807266
Hsa.1489,904.455617245393
Hsa.741,869.7541407105332
Hsa.1502,700.3615522791871
Hsa.14360.1,1021.9812482893276
Hsa.2317,1003.2562524843029
Hsa.2634,1123.3838742689704
Hsa.4251,931.3111640644909
Hsa.641,556.5789051892871
Hsa.3239,954.3808769411443
Hsa.41322,683.9329343992034
Hsa.1537,782.0425548908675
Hsa.25745,1157.0315610208752
Hsa.3940,1103.446724849687
Hsa.1567,832.4519316785176
Hsa.3067,879.0460861424252
Hsa.692.2,124.26818005833773
Hsa.9235,985.8938344622067
Hsa.465.2,867.1964654105344
Hsa.2884,1030.5026649512672
Hsa.2135,695.6798538439476
Hsa.1799,669.6727887413372
Hsa.17353,860.4338438482827
Hsa.2008,1108.5638203311798
Hsa.22775,1101.6632873414437
Hsa.3298,1013.3595802342178
Hsa.964,953.4293586345585
Hsa.6048,256.46187074444714
Hsa.3274,1112.565251791675
Hsa.2985,824.6702969533663
Hsa.1726,923.4277063733832
Hsa.773,626.7440597320439
Hsa.550,985.9766838943948
Hsa.2390,945.935428066199
Hsa.7852,833.7473941408057
Hsa.3926,868.9570174445001
Hsa.2513,1013.6230383811921
Hsa.43242,1036.1568784909364
Hsa.1854,497.5164207942998
Hsa.3353,659.8033443502748
Hsa.1220,870.7200606504564
Hsa.1259,742.0743590603553
Hsa.1516,799.7797383449346
Hsa.1272,794.2776270577465
Hsa.2999,1006.7919118519031
Hsa.18401,795.8019233398594
Hsa.1433,874.5319519984998
Hsa.348,1044.8156905400415
Hsa.3040,1111.9192817694936
Hsa.695,778.6928987773691
Hsa.680,389.5208917066806
Hsa.28162,207.1788497191952
Hsa.9285.2,903.9714680064744
Hsa.2863,841.1046851516734
Hsa.20164,1135.6771829708882
Hsa.6596,918.476876179401
Hsa.1138,969.7654881200602
Hsa.3349,486.4630319529031
Hsa.316,490.23553010493
Hsa.3145,1122.7183111115803
Hsa.2576,1145.1016792106889
Hsa.2841,971.2259103242802
Hsa.17453,872.6087060231175
Hsa.41280,720.2270898312888
Hsa.1955,1037.833330342179
Hsa.2650,958.6699275402526
Hsa.2801,1075.7181354328889
Hsa.18513,958.9140738803251
Hsa.23699,1083.6244046085224
Hsa.287,1062.2523619874912
Hsa.8299,875.3898102058334
Hsa.3070,749.062750803912
Hsa.25,1061.1463876477694
Hsa.1131,400.255607906171
Hsa.3099,1087.445938748885
Hsa.41280.1,642.3761858608882
Hsa.2342,1073.4913704035782
Hsa.26920,1077.3355850757368
Hsa.14842,739.0052408616658
Hsa.41116,930.7905563932488
Hsa.487,840.5396790814933
Hsa.3803,882.9237604463315
Hsa.1385,686.8311999948297
Hsa.8133,814.20026151437
Hsa.2345,1079.23938112912
Hsa.36685,1031.8393155434314
Hsa.2315,1086.2815549641423
Hsa.646,623.4138334545623
Hsa.459,924.4306950250785
Hsa.12149,969.7840748805585
Hsa.8374,340.5235214226251
Hsa.2778,965.286822835651
Hsa.2469,1119.9610789340802
Hsa.2105,1086.8474857959268
Hsa.884,830.3641766972099
Hsa.1216,738.1533603866715
Hsa.1071,861.0424050638079
Hsa.2955,1029.4458392392178
Hsa.1694,844.1146466605954
Hsa.1512,860.5864193378892
Hsa.10516,789.2368422590529
Hsa.12893,748.9185348746115
Hsa.28186,1082.5736119037958
Hsa.1698,654.6019413166782
Hsa.34914,889.756550844955
Hsa.42738,192.1384690583848
Hsa.17030,811.1895926335004
Hsa.2769,806.6691270351499
Hsa.24279,631.1555366917728
Hsa.26719,955.0235764139782
Hsa.2925,1083.4458387477146
Hsa.24048,1060.9816130906893
Hsa.20524,1091.8990353179322
Hsa.27738,1037.9677457220002
