u,v,weight
g2,g247,0.3372863131007035
g2,g194,0.35830663783417144
g2,g678,0.3229876799973872
g2,g7,0.48447202521168364
g2,g64,0.5290069798961932
g2,g548,0.4193962783454884
g2,g308,0.6101604261078787
g2,g255,0.5446857642137151
g2,g552,0.4597252189194921
g2,g365,0.4046650034322236
g2,g44,0.3942238876141761
g2,g556,0.3318129518472841
g2,g182,0.46514798023875925
g2,g666,0.4392523765031975
g2,g479,0.4200676867972919
g2,g426,0.37130614724328326
g2,g670,0.35921119102757576
g2,g349,0.35930513853200485
g2,g113,0.32510097939215316
g2,g597,0.5378223547550106
g2,g223,0.3692245620805171
g2,g707,0.3962756069047974
g2,g227,0.4355916606945091
g2,g471,0.4864757026140408
g2,g768,0.4330813568046046
g2,g581,0.40878383512605876
g2,g638,0.43394785531795604
g2,g264,0.35033197047962267
g2,g345,0.5311142475565341
g2,g24,0.444770793775141
g2,g508,0.5457094148970807
g2,g512,0.31563889076775337
g2,g756,0.6257822683772674
g2,g626,0.3917580823705074
g2,g146,0.48281607015747263
g2,g630,0.5486978525580612
g2,g309,0.5113780568380871
g2,g577,0.3733849399134935
g2,g740,0.316627652640044
g2,g447,0.5020490140015116
g2,g744,0.5863882533618805
g2,g557,0.4631823988570718
g2,g53,0.33862102520769644
g2,g484,0.5116870000907145
g2,g110,0.40453911213389643
g2,g244,0.4723964260352507
g2,g191,0.41769721532884607
g2,g354,0.48852315835822924
g2,g488,0.4862598998460279
g2,g785,0.5530880987556883
g2,g598,0.38718900743202667
g2,g732,0.37001934901680184
g2,g358,0.5265864583083608
g3,g4,0.8782046589780961
g3,g667,0.34776314685362614
g3,g590,0.34987925942249265
g3,g700,0.44544479302855583
g3,g464,0.37104840197887057
g3,g566,0.4312541736258387
g3,g5,0.7641532971659075
g3,g363,0.3758541961380805
g3,g91,0.4133739359577747
g3,g22,0.37847138309955836
g3,g274,0.32107821239121015
g3,g624,0.37045328015982004
g3,g555,0.3691875889981564
g3,g18,0.37375157458173247
g3,g39,0.3516698975912734
g3,g104,0.43961747695959874
g3,g637,0.39814170834656576
g3,g511,0.371806917794606
g3,g438,0.462076485342388
g3,g239,0.4176469889510002
g3,g727,0.34284007645990605
g3,g36,0.41876021839289873
g3,g520,0.3734864815921795
g3,g280,0.3554320669471365
g3,g288,0.4074844064401026
g3,g81,0.3578080758013108
g3,g756,0.363843611374995
g3,g65,0.36068628503204087
g3,g553,0.48215693882261634
g4,g729,0.40412349705454736
g4,g274,0.33861391144811315
g4,g278,0.4402178987519191
g4,g91,0.4452397932187225
g4,g18,0.5497508204912925
g4,g22,0.5275247408688887
g4,g774,0.3750725745821235
g4,g750,0.42498686219691517
g4,g624,0.4833902089119128
g4,g681,0.37467308480504663
g4,g124,0.39633005157277734
g4,g258,0.38473925081269367
g4,g555,0.4619180017411313
g4,g372,0.3179107112915148
g4,g482,0.46486030425623553
g4,g55,0.40397079614383985
g4,g787,0.4047307352223386
g4,g547,0.39842190682412815
g4,g39,0.5329460094158908
g4,g96,0.4716835588194207
g4,g104,0.6066591070285133
g4,g511,0.4332774894962105
g4,g515,0.48940565820284143
g4,g141,0.4132380944378525
g4,g275,0.3885105992215651
g4,g332,0.4231339491054761
g4,g767,0.37622079384096035
g4,g751,0.4179158084502443
g4,g56,0.3150156304381768
g4,g568,0.48201522730114976
g4,g544,0.4342696684256143
g4,g625,0.3795002723558398
g4,g438,0.44556795449618913
g4,g788,0.4603624768037246
g4,g475,0.4019418397916358
g4,g288,0.5504726141344221
g4,g613,0.4452695960954759
g4,g239,0.571303631700979
g4,g536,0.4043936964278461
g4,g727,0.38585064548905884
g4,g463,0.38094333251965123
g4,g36,0.4561942624200348
g4,g333,0.5082107479393936
g4,g467,0.3826205822752317
g4,g280,0.5269886999235589
g4,g634,0.39352273541899424
g4,g264,0.3509680590424905
g4,g695,0.3642598967317549
g4,g81,0.4555270451593641
g4,g459,0.4357214839017723
g4,g382,0.4305072499193788
g4,g760,0.42626121191769306
g4,g65,0.44955461722233653
g4,g69,0.33004392321410875
g4,g687,0.4254883606554685
g4,g667,0.4588069735299751
g4,g305,0.4734438292244339
g4,g228,0.3895619011236887
g4,g419,0.36632625776937305
g4,g590,0.5050595080611513
g4,g700,0.5894508037104936
g4,g513,0.38144890519723595
g4,g464,0.5617681486223752
g4,g147,0.3315111106860445
g4,g578,0.4112501362669287
g4,g448,0.4200091705817372
g4,g127,0.3419080170857024
g4,g452,0.46302954165171045
g4,g566,0.62110233205112
g4,g5,0.7482124948607731
g4,g359,0.36646597862954183
g4,g416,0.3858883233289035
g4,g481,0.3751372604010893
g4,g725,0.34598066439923725
g5,g274,0.3960956659518761
g5,g624,0.3753753598335143
g5,g169,0.4052042712440132
g5,g494,0.43744588489146835
g5,g604,0.38223831272536823
g5,g51,0.3515138750953846
g5,g633,0.39572656221663033
g5,g96,0.3469975980860987
g5,g527,0.4486458697775118
g5,g438,0.37304805120922785
g5,g572,0.37219815072327495
g5,g64,0.4008089271640116
g5,g682,0.4112127621003702
g5,g308,0.4383645888371825
g5,g442,0.4618550356031192
g5,g613,0.37310679215626114
g5,g727,0.31349985085525744
g5,g597,0.3428735912726254
g5,g36,0.43309769520559444
g5,g280,0.4377409830661854
g5,g20,0.410969473771184
g5,g638,0.3775464499065496
g5,g219,0.3646132890271533
g5,g32,0.39108535651958604
g5,g516,0.37218864628904524
g5,g520,0.5028536889109642
g5,g65,0.33906880497630437
g5,g614,0.4389190551807839
g5,g378,0.3985442147089483
g5,g472,0.36253342794198734
g5,g553,0.5245721897680664
g5,g232,0.37260801413782124
g5,g346,0.3927131658049746
g5,g769,0.4044121094901532
g5,g696,0.37396434752296803
g5,g269,0.3625497583751424
g5,g700,0.4079927370201549
g5,g627,0.3060747636522605
g5,g363,0.3896753968540242
g5,g257,0.4225641874032729
g5,g741,0.3794338022548714
g5,g672,0.36940809839768685
g5,g782,0.38861094087741427
g5,g58,0.40009588741569335
g5,g489,0.3284820828923602
g5,g91,0.4985527115019268
g6,g58,0.38015349667333853
g6,g99,0.629527540251613
g6,g22,0.4970721046882947
g6,g160,0.5384988665392975
g6,g567,0.3434332462035347
g6,g648,0.37710581638126234
g6,g555,0.42191064103592557
g6,g242,0.4534018132880677
g6,g356,0.4089188889022326
g6,g547,0.4208698385792894
g6,g795,0.4079675203989591
g6,g710,0.41801422868552585
g6,g259,0.3811542467087095
g6,g393,0.36694078189725055
g6,g454,0.47281535245796585
g6,g365,0.34354024642511277
g6,g479,0.40940892614589164
g6,g768,0.8340247002554593
g6,g97,0.36161329210152515
g6,g715,0.3495880012574756
g6,g146,0.4145034192499191
g6,g447,0.642235433494471
g6,g130,0.4411354180442899
g6,g53,0.41151473002906636
g6,g484,0.36031491647040303
g6,g358,0.33069442662056164
g6,g472,0.3472677243461981
g6,g285,0.3982925397607051
g6,g45,0.35601837389043883
g6,g598,0.5491088106178249
g6,g387,0.34073408478870243
g6,g582,0.38394845661905863
g6,g318,0.702499038436435
g6,g477,0.3995845434974026
g7,g141,0.37129951109686343
g7,g275,0.44287241774223607
g7,g466,0.35102537725766697
g7,g279,0.376900823577982
g7,g389,0.3699717385368702
g7,g202,0.38891040441858943
g7,g19,0.47091346436880743
g7,g129,0.41016072678949317
g7,g76,0.3300717215467606
g7,g210,0.4286779850705605
g7,g641,0.38835879890568153
g7,g320,0.36746647756254674
g7,g133,0.43932437506388927
g7,g617,0.3970355234866402
g7,g751,0.3432542214440887
g7,g698,0.3931632469292896
g7,g625,0.3187415870400079
g7,g117,0.3729360050560771
g7,g174,0.4909745343548439
g7,g121,0.38891099898153836
g7,g68,0.3477330367475744
g7,g365,0.4350142660304681
g7,g796,0.3114429467876236
g7,g422,0.3800341640697173
g7,g479,0.38678231553207726
g7,g52,0.38575078268933
g7,g536,0.36258215228416746
g7,g780,0.3548454419641022
g7,g219,0.3442863576383409
g7,g353,0.32954314757177317
g7,g731,0.5003616139555234
g7,g410,0.33738996963664364
g7,g788,0.41791172673383437
g7,g471,0.4412939386578295
g7,g97,0.3434080742924473
g7,g154,0.38052590842477324
g7,g508,0.4789103069070002
g7,g81,0.3219266276442657
g7,g756,0.4764542284680276
g7,g8,0.6029972912288267
g7,g496,0.47424904485147035
g7,g443,0.382190049563893
g7,g390,0.47259756919046614
g7,g423,0.4606955161863362
g7,g691,0.34673335041133424
g7,g748,0.31278729978283354
g7,g561,0.33588974942498145
g7,g240,0.49461647425691174
g7,g431,0.37434884372938065
g7,g244,0.3370565592727943
g7,g488,0.4180465757987226
g7,g785,0.5091860181111622
g7,g305,0.38387076576199103
g7,g655,0.3041626740568887
g7,g415,0.40544389483529053
g7,g228,0.35870282795118963
g7,g41,0.469892355120237
g7,g472,0.3739458879551791
g7,g45,0.34835836597666336
g7,g49,0.39650208331195225
g7,g346,0.3571138091476174
g7,g777,0.4497462004010583
g7,g590,0.3346834420040079
g7,g537,0.4288568742575575
g7,g517,0.3249282312622207
g7,g143,0.41188628806545247
g7,g200,0.3885118993330344
g7,g338,0.39389353421351586
g7,g635,0.3437626543222303
g7,g448,0.37149124065189293
g7,g208,0.39527549260245753
g7,g509,0.36442485993255574
g7,g139,0.3479775479377651
g7,g570,0.34639768967633944
g7,g383,0.41586877688831814
g7,g62,0.3243052441590497
g7,g9,0.3703398714373897
g7,g359,0.34882305288166404
g7,g306,0.42402844316108174
g7,g233,0.4755526680434758
g7,g127,0.351291256662735
g7,g611,0.38651544989364556
g7,g50,0.4969796473248922
g7,g481,0.3408609936934656
g7,g107,0.3839549904168939
g7,g591,0.42076599300168877
g7,g298,0.3936740486336164
g7,g782,0.43647770466595487
g7,g542,0.31831438381790705
g7,g599,0.40375450417922354
g7,g172,0.41668533594043855
g7,g656,0.4446551090872335
g7,g469,0.4489659157822319
g7,g636,0.582255668775665
g7,g343,0.4299105604641844
g7,g693,0.3495644446231392
g7,g400,0.3636995143565257
g7,g697,0.35469794470883725
g7,g136,0.4105084193697238
g7,g30,0.3284693371380055
g7,g193,0.38119955573230996
g7,g327,0.32131109085679355
g7,g140,0.4865175775665173
g7,g124,0.370644210479634
g7,g71,0.40282600936252894
g7,g315,0.3890541836230876
g7,g51,0.37466828543976055
g7,g750,0.37275917445137347
g7,g295,0.3233996820579815
g7,g429,0.4540652762117587
g7,g730,0.4579713163986844
g7,g543,0.4777792560094877
g7,g677,0.38475398704594355
g7,g787,0.3699213675689771
g7,g39,0.4110235752741446
g7,g551,0.42445381364970464
g7,g584,0.4069218445640443
g7,g401,0.46323885231776024
g7,g31,0.4104392797396485
g8,g551,0.3916909300925576
g8,g401,0.36030835608275086
g8,g409,0.37815064039644536
g8,g279,0.5406748605013069
g8,g129,0.3933628940637843
g8,g747,0.4778567257353033
g8,g174,0.45338929232888225
g8,g796,0.3501627300474812
g8,g56,0.31936728559926314
g8,g353,0.5631237508008146
g8,g784,0.43378517932044774
g8,g711,0.30218144421393406
g8,g284,0.39411621800098556
g8,g97,0.48439000851394837
g8,g496,0.6350436357983155
g8,g390,0.6803473948319271
g8,g748,0.43500385195206653
g8,g244,0.38797746141181677
g8,g435,0.4427365116000007
g8,g655,0.35303141021329315
g8,g472,0.334082093387935
g8,g342,0.43196092967600436
g8,g293,0.4353469192053531
g8,g403,0.428875509904954
g8,g517,0.408161845071536
g8,g375,0.4155652349215202
g8,g139,0.41838744025744345
g8,g383,0.3398734109464649
g8,g233,0.45891500376726196
g8,g611,0.4718022599304608
g8,g672,0.3086254611554098
g8,g485,0.49872289780984796
g8,g355,0.31572631639916227
g8,g412,0.4163733067099633
g8,g42,0.4140773795270345
g8,g636,0.5643565501892168
g8,g774,0.42015115937851
g8,g701,0.4787679272709713
g8,g193,0.3523670780171853
g8,g67,0.48231968761382665
g8,g315,0.372470019418843
g8,g669,0.42189694047708304
g8,g112,0.34380625372825907
g8,g730,0.5549446284414511
g8,g677,0.4967292259501527
g8,g734,0.33009494039675363
g9,g695,0.6017055996393893
g9,g24,0.37778231687177
g9,g455,0.4589796489778516
g9,g28,0.42821479541337293
g9,g512,0.40572281214927985
g9,g191,0.3815386737836574
g9,g459,0.556303350086968
g9,g382,0.48481762598740763
g9,g329,0.378188560347415
g9,g142,0.42240698215164973
g9,g626,0.3636127360751629
g9,g760,0.3428794467744161
g9,g252,0.49810730985145607
g9,g443,0.4925194454632762
g9,g122,0.521714323616539
g9,g69,0.4945222493500525
g9,g687,0.6345693862346404
g9,g73,0.40896589782303217
g9,g423,0.6910046161174993
g9,g236,0.595893744507539
g9,g49,0.6342175029675128
g9,g293,0.46361164314246084
g9,g427,0.49293730565313776
g9,g561,0.429644673238146
g9,g240,0.47484026894375875
g9,g53,0.5248627112099963
g9,g537,0.5332761360185811
g9,g110,0.473385894862557
g9,g728,0.3131217894189975
g9,g57,0.6011815238604229
g9,g301,0.5971031009237985
g9,g61,0.5898915327186581
g9,g545,0.46580051316800564
g9,g305,0.6260247768625293
g9,g549,0.44686336640296853
g9,g228,0.6193351751346412
g9,g41,0.541643964501809
g9,g338,0.7198574641058081
g9,g582,0.507729537147872
g9,g102,0.4274084021924437
g9,g586,0.37004187532161104
g9,g720,0.3817394940322682
g9,g399,0.34328266580936145
g9,g212,0.5000714195264359
g9,g643,0.5515325005200802
g9,g456,0.5062207702707389
g9,g590,0.47884930809534176
g9,g269,0.5248015374834791
g9,g216,0.48349162369007054
g9,g700,0.38866349054983435
g9,g326,0.5904621886492806
g9,g594,0.3532845791981994
g9,g86,0.35982063576343043
g9,g220,0.5543993585482644
g9,g570,0.3327759298209047
g9,g464,0.385024028420817
g9,g143,0.5648053439086579
g9,g574,0.395644618931026
g9,g334,0.4630288819130898
g9,g147,0.4009797302253675
g9,g257,0.5012449377348607
g9,g391,0.3998105451574611
g9,g17,0.42335446372156027
g9,g314,0.4735886154124044
g9,g448,0.5501880605370455
g9,g127,0.5473714580082198
g9,g208,0.47201238658164774
g9,g371,0.5682597538163459
g9,g505,0.543386505614225
g9,g639,0.3688830224853947
g9,g184,0.43535623654605027
g9,g452,0.46240022642126793
g9,g265,0.5356445269948819
g9,g615,0.4156116691937049
g9,g509,0.5622250001676052
g9,g188,0.4020592536201801
g9,g245,0.47693490506937464
g9,g62,0.34395708204151504
g9,g359,0.4781764915718796
g9,g493,0.3649457517907994
g9,g172,0.5641045527997404
g9,g306,0.7268243055363268
g9,g66,0.49955356076907714
g9,g123,0.5774637270467768
g9,g420,0.47151200081689976
g9,g180,0.5330525225131326
g9,g611,0.4049310291627298
g9,g290,0.3796262721404021
g9,g237,0.5895010933672685
g9,g347,0.4584600445668689
g9,g481,0.5046944568473328
g9,g107,0.6398194626888433
g9,g725,0.44505525302298055
g9,g404,0.5352977831522292
g9,g538,0.36818470829178707
g9,g485,0.3870346231837973
g9,g30,0.6963293753667537
g9,g298,0.5970754623236216
g9,g648,0.589142674904422
g9,g729,0.5860360893635322
g9,g408,0.5181459888000177
g9,g542,0.578631328701788
g9,g221,0.4665167436479728
g9,g34,0.461994392057587
g9,g599,0.696686271408653
g9,g278,0.62893624383132
g9,g38,0.43403654724346385
g9,g522,0.5480640028005898
g9,g469,0.7019474545930312
g9,g148,0.5359137268077253
g9,g392,0.47767072362049806
g9,g339,0.5391649115340148
g9,g449,0.4638190367480391
g9,g396,0.44342019394204873
g9,g75,0.4905472036811631
g9,g343,0.5941910420288156
g9,g22,0.5888428354914914
g9,g319,0.5688154693557574
g9,g132,0.36171190610346793
g9,g400,0.714235521977343
g9,g750,0.5554136630121426
g9,g79,0.3607329965641318
g9,g697,0.6047889946734327
g9,g376,0.43480326172182937
g9,g323,0.4461334876539266
g9,g270,0.4823705642697854
g9,g567,0.485445556846822
g9,g193,0.3542089736562868
g9,g327,0.5120184861269872
g9,g384,0.391619467489593
g9,g63,0.6059638618212851
g9,g144,0.3723925826369722
g9,g441,0.459374558191404
g9,g120,0.405642202534182
g9,g364,0.6920550161021732
g9,g632,0.37268267948105077
g9,g124,0.6297990007766119
g9,g258,0.45618632543834964
g9,g71,0.6771802406662566
g9,g181,0.5939471201286223
g9,g372,0.3552055378513346
g9,g51,0.5099369476823534
g9,g482,0.6064203782185753
g9,g295,0.6365248684523088
g9,g429,0.6444561807867238
g9,g108,0.4902079016562572
g9,g55,0.5782711805115793
g9,g673,0.3097519837549101
g9,g165,0.477053526537781
g9,g433,0.6025179658381111
g9,g543,0.7238957124955797
g9,g222,0.4940123065746794
g9,g490,0.415424277660191
g9,g303,0.4771320253093273
g9,g787,0.588533842442773
g9,g226,0.5079550884170508
g9,g39,0.591740558011625
g9,g604,0.32245246003628647
g9,g283,0.5586848526858885
g9,g96,0.3668872586167252
g9,g527,0.41567983395381425
g9,g474,0.5048293865025907
g9,g584,0.6077986663732151
g9,g344,0.5348233608870147
g9,g23,0.5055955459945114
g9,g157,0.5144814343074066
g9,g291,0.5250538338198292
g9,g641,0.6237621615938859
g9,g775,0.46885050985977617
g9,g161,0.42648043955862935
g9,g31,0.6064114026746763
g9,g515,0.4631936731425478
g9,g328,0.544548306573739
g9,g462,0.3480268052668003
g9,g141,0.47417037033994736
g9,g275,0.5607834365722933
g9,g88,0.5718673201364712
g9,g706,0.43376392771747213
g9,g332,0.585770233851861
g9,g389,0.5804376684974687
g9,g68,0.5971128727615912
g9,g743,0.43303375002661115
g9,g556,0.3832663594039348
g9,g19,0.465259962469899
g9,g263,0.4488520966240087
g9,g76,0.6001217382452734
g9,g560,0.45277771333333466
g9,g320,0.6987619134599762
g9,g617,0.5751312709205313
g9,g751,0.5606948104853856
g9,g564,0.48138484910516605
g9,g243,0.40901207867488404
g9,g56,0.4188266056493706
g9,g190,0.3931481426953908
g9,g434,0.5218122050833607
g9,g568,0.4785543036472622
g9,g731,0.5047637279027343
g9,g491,0.5538587930702242
g9,g625,0.6399970605448009
g9,g304,0.4773815913695919
g9,g788,0.4758439798058052
